"Branton, Daniel","http://www.mcb.harvard.edu/mcb/faculty/profile/daniel-branton/","Biophysical studies with nanopores."
"Burton, Briana","http://www.mcb.harvard.edu/mcb/faculty/profile/briana-burton/","Mechanisms of membrane-associated macromolecular transport machines."
"Cluzel, Philippe","http://www.mcb.harvard.edu/mcb/faculty/profile/philippe-cluzel/","Real-time systems analysis of signal transduction and genetic networks at the single cell level."
"D\'Souza, Victoria","http://www.mcb.harvard.edu/mcb/faculty/profile/victoria-dsouza/","Structural biology of retrovirus replication."
"Denic, Vlad","http://www.mcb.harvard.edu/mcb/faculty/profile/vlad-denic/","Mechanisms of membrane-associated cell biological processes."
"Dowling, John E.","http://www.mcb.harvard.edu/mcb/faculty/profile/john-e-dowling/","Neurobiology; functional organization of the retina."
"Dulac, Catherine","http://www.mcb.harvard.edu/mcb/faculty/profile/catherine-dulac/","Olfactory and vomeronasal systems, molecular and developmental neurobiology."
"Eggan, Kevin","http://www.mcb.harvard.edu/mcb/faculty/profile/florian-engert/","Synaptic plasticity: cellular mechanisms, development of functional networks and links to behaviour."
"Engert, Florian","http://www.mcb.harvard.edu/mcb/faculty/profile/ray-l-erikson/","Reversible phosphorylation and cell proliferation."
"Erikson, Raymond L.","http://www.mcb.harvard.edu/mcb/faculty/profile/nicole-francis/","Mechanisms of epigenetic inheritance."
"Francis, Nicole","http://www.mcb.harvard.edu/mcb/faculty/profile/ethan-garner/","High resolution dynamic and spatial studies of prokaryotic cellular organization."
"Gaudet, Rachelle","http://www.mcb.harvard.edu/mcb/faculty/profile/rachelle-gaudet/","Structural biology of signaling and transport through biological membranes."
"Gelbart, William M.","http://www.mcb.harvard.edu/mcb/faculty/profile/william-m-gelbart/","Developmental genetics; genomics; bioinformatics."
"Gibbs, Karine A.","http://www.mcb.harvard.edu/mcb/faculty/profile/karine-a-gibbs/","Molecular mechanisms of social behaviors, specifically self versus non-self recognition, in bacteria."
"Guidotti, Guido","http://www.mcb.harvard.edu/mcb/faculty/profile/guido-guidotti/","Structure and function of membrane proteins."
"Hastings, J. Woodland","http://www.mcb.harvard.edu/mcb/faculty/profile/j-woody-woodland-hastings/","The structures, genomic organization and circadian regulation of luciferase and other genes in dinoflagellates."
"Hensch, Takao","http://www.mcb.harvard.edu/mcb/faculty/profile/takao-hensch/","Experience-dependent brain development; critical periods."
"Hoekstra, Hopi","http://www.mcb.harvard.edu/mcb/faculty/profile/hopi-hoekstra/","The genetic basis of adaptive morphology and behavior."
"Hunter, Craig P.","http://www.mcb.harvard.edu/mcb/faculty/profile/craig-p-hunter/","C. elegans genetics of intercellular RNAi signaling."
"Jeruzalmi, David","http://www.mcb.harvard.edu/mcb/faculty/profile/david-jeruzalmi/","Structure and Function of the Biological Assemblies Involved in DNA Replication."
"Kleckner, Nancy","http://www.mcb.harvard.edu/mcb/faculty/profile/nancy-kleckner/","Chromosome behavior in bacteria and yeast: transposition and control of DNA replication initiation, and interactions between and along chromosomes during meiosis."
"Kunes, Sam","http://www.mcb.harvard.edu/mcb/faculty/profile/sam-kunes/","Development of the nervous system, synaptic plasticity, behavior and evolution."
"Leschziner, Andres","http://www.mcb.harvard.edu/mcb/faculty/profile/andres-leschziner/","Structural biology of ATP-dependent chromatin remodeling."
"Lichtman, Jeff","http://www.mcb.harvard.edu/mcb/faculty/profile/jeff-lichtman/","Synaptic structure and competition."
"Losick, Richard M.","http://www.mcb.harvard.edu/mcb/faculty/profile/richard-m-losick/","Microbial development and gene regulation."
"Mango, Susan","http://www.mcb.harvard.edu/mcb/faculty/profile/susan-mango/","Developmental plasticity and cell fate specification; development of the digestive tract and its role in nutritional signaling."
"McMahon, Andrew P.","http://www.mcb.harvard.edu/mcb/faculty/profile/andrew-andy-p-mcmahon/","The role of cell signaling in the development of the vertebrate body plan."
"Meister, Markus","http://www.mcb.harvard.edu/mcb/faculty/profile/markus-meister/","Function of neuronal circuits."
"Melton, Douglas A.","http://www.mcb.harvard.edu/mcb/faculty/profile/doug-melton/","Developmental biology."
"Meselson, Matthew S.","http://www.mcb.harvard.edu/mcb/faculty/profile/matthew-s-meselson/","Molecular genetics and evolution."
"Murray, Andrew W.","http://www.mcb.harvard.edu/mcb/faculty/profile/andrew-w-murray/","Chromosome segregation, yeast sex, and evolution."
"Murthy, Venkatesh N.","http://www.mcb.harvard.edu/mcb/faculty/profile/venkatesh-n-murthy/","Neural circuits mediating odor processing and learning in mammals."
"Needleman, Daniel","http://www.mcb.harvard.edu/mcb/faculty/profile/daniel-needleman/","Physical aspects of the organization and dynamics of subcellular structures."
"Nelson, David R.","http://www.mcb.harvard.edu/mcb/faculty/profile/david-r-nelson/","Force-induced denaturation of DNA, sequence heterogeneity and the dynamics of motor proteins, population growth and mutation in disordered media."
"O\'Shea, Erin","http://www.mcb.harvard.edu/mcb/faculty/profile/erin-k-oshea/","Systems level and molecular analysis of signaling pathways; transcriptional regulatory networks."
"Ramanathan, Sharad","http://www.mcb.harvard.edu/mcb/faculty/profile/sharad-ramanathan/","Signal processing and decision making."
"Sanes, Josh","http://www.mcb.harvard.edu/mcb/faculty/profile/joshua-r-sanes/","Synapse formation."
"Schier, Alex","http://www.mcb.harvard.edu/mcb/faculty/profile/alex-f-schier/","Developmental Genetics and Neurobiology."
"Strominger, Jack L.","http://www.mcb.harvard.edu/mcb/faculty/profile/jack-l-strominger/","Molecular basis of immune recognition."
"Uchida, Naoshige","http://www.mcb.harvard.edu/mcb/faculty/profile/nao-uchida/","Neurobiology of perception and decision making."
"Verdine, Gregory L.","http://www.mcb.harvard.edu/mcb/faculty/profile/gregory-l-verdine/","Chemical and structural biology."
"Roger W. Brockett","http://people.seas.harvard.edu/~brockett/brockett.html","Control Theory and Stochastic Systems, Intelligent Systems and Computer Vision, Robotics and Control."
"Donhee Ham","http://people.seas.harvard.edu/~donhee/","Control Theory and Stochastic Systems, Circuits and VLSI, Signal Processing, Biophysics and Self-Assembly, Electromagnetics and Nanoelectronics, Materials Science, Nanophotonics, Quantum Devices."
"Navin Khaneja","http://people.seas.harvard.edu/~navin","Control Theory and Stochastic Systems."
"L. Mahadevan","http://www.seas.harvard.edu/softmat/","Control Theory and Stochastic Systems, Modeling Physical/Biological Phenonema and Systems, Robotics and Control, Atmospheric and Climate Modeling, Oceans and Geophysics, Biomechanics and Motor Control, Cell and Tissue Engineering and Biomaterials, Biophysics and Self-Assembly, Fluid Mechanics, Materials Science, Soft Condensed Matter, Solid Mechanics, Surface and Interface Science."
"Maurice A. Smith","http://www.seas.harvard.edu/motorlab/","Control Theory and Stochastic Systems, Modeling Physical/Biological Phenonema and Systems, Robotics and Control, Biomechanics and Motor Control, Computational Neuroscience and Evolution."
"Tim Kaxiras","http://www.seas.harvard.edu/ekaxiras","High Performance Computing, Modeling Physical/Biological Phenonema and Systems, Electromagnetics and Nanoelectronics, Materials Science, Surface and Interface Science."
"Zhiming Kuang","http://www.people.fas.harvard.edu/~kuang","High Performance Computing, Modeling Physical/Biological Phenonema and Systems, Oceans and Geophysics."
"Hanspeter Pfister","http://gvi.seas.harvard.edu/pfister%20%","High Performance Computing, Graphics, Visualization, and Imaging, Human-Computer Interaction."
"Donald G. M. Anderson","","Modeling Physical/Biological Phenonema and Systems."
"Katia Bertoldi","http://www.bertoldi.seas.harvard.edu/","Modeling Physical/Biological Phenonema and Systems, Materials Science, Solid Mechanics."
"Bill H. Bossert","","Modeling Physical/Biological Phenonema and Systems."
"Michael P. Brenner","http://www.seas.harvard.edu/brenner/Home.html","Modeling Physical/Biological Phenonema and Systems, Biomechanics and Motor Control, Biophysics and Self-Assembly, Fluid Mechanics, Materials Science, Soft Condensed Matter."
"Brian F. Farrell","http://www.fas.harvard.edu/~epsas/people/faculty/farrell/index.html","Modeling Physical/Biological Phenonema and Systems, Oceans and Geophysics."
"John W. Hutchinson","http://seas.harvard.edu/hutchinson","Modeling Physical/Biological Phenonema and Systems, Solid Mechanics."
"Paul C. Martin","http://www.physics.harvard.edu/people/facpages/martin.html","Modeling Physical/Biological Phenonema and Systems."
"Radhika Nagpal","http://www.eecs.harvard.edu/~rad/","Modeling Physical/Biological Phenonema and Systems, Multi-Agent Systems, Bio-Inspired Robotics and Computing."
"David R. Nelson","http://www.physics.harvard.edu/people/facpages/nelson.html","Modeling Physical/Biological Phenonema and Systems, Biophysics and Self-Assembly, Soft Condensed Matter."
"James R. Rice","http://esag.harvard.edu/rice/","Modeling Physical/Biological Phenonema and Systems, Energy and Environmental Technologies, Oceans and Geophysics, Fluid Mechanics, Materials Science, Solid Mechanics."
"Zhigang Suo","http://www.seas.harvard.edu/suo/","Modeling Physical/Biological Phenonema and Systems, Solid Mechanics."
"Eli Tziperman","http://www.seas.harvard.edu/climate/eli/","Modeling Physical/Biological Phenonema and Systems, Atmospheric and Climate Modeling, Oceans and Geophysics, Fluid Mechanics, Solid Mechanics."
"Tai T. Wu","http://www.physics.harvard.edu/people/facpages/wu.html","Modeling Physical/Biological Phenonema and Systems."
"Harry R. Lewis","http://www.eecs.harvard.edu/~lewis/","Privacy and Security, Theory of Computation, Communications and Internet Policy."
"Michael D. Mitzenmacher","http://www.eecs.harvard.edu/~michaelm/","Theory of Computation."
"David C. Parkes","http://www.eecs.harvard.edu/~parkes/","Artifical Intelligence and Computational Linguistics, Computation and Economics, Multi-Agent Systems, Theory of Computation."
"Michael O. Rabin","","Theory of Computation, Privacy and Security, Theory of Computation."
"Salil P. Vadhan","http://seas.harvard.edu/~salil","Theory of Computation, Privacy and Security."
"Leslie Valiant","http://people.seas.harvard.edu/~valiant","Theory of Computation, Computational Neuroscience and Evolution."
"Ryan P. Adams","http://hips.seas.harvard.edu/","Artifical Intelligence and Computational Linguistics, Intelligent Systems and Computer Vision, Theory of Computation."
"Krzysztof Gajos","http://www.eecs.harvard.edu/~kgajos/","Artifical Intelligence and Computational Linguistics, Human-Computer Interaction, Intelligent Systems and Computer Vision, Multi-Agent Systems."
"Barbara J. Grosz","http://www.grosz.seas.harvard.edu","Artifical Intelligence and Computational Linguistics, Human-Computer Interaction, Multi-Agent Systems."
"Stuart M. Shieber","http://www.eecs.harvard.edu/~shieber/","Artifical Intelligence and Computational Linguistics, Human-Computer Interaction, Multi-Agent Systems."
"Yiling Chen","http://www.yiling.seas.harvard.edu","Computation and Economics, Multi-Agent Systems."
"Steven J. Gortler","http://www.eecs.harvard.edu/~sjg","Graphics, Visualization, and Imaging."
"Robert D. Howe","http://biorobotics.harvard.edu/~howe","Graphics, Visualization, and Imaging, Human-Computer Interaction, Intelligent Systems and Computer Vision, Robotics and Control, Bio-Inspired Robotics and Computing, Biomechanics and Motor Control."
"Yue M. Lu","http://lu.seas.harvard.edu","Modeling Physical/Biological Phenonema and Systems, Graphics, Visualization, and Imaging, Signal Processing, Robotics and Control."
"Eddie Kohler","http://www.read.seas.harvard.edu/~kohler/","Human-Computer Interaction, Languages, Compilers, and Operating Systems, Information, Systems & Networks, Privacy and Security."
"Chia Shen","http://scholar.harvard.edu/chiashen/home","Human-Computer Interaction."
"Robert J. Wood","http://micro.seas.harvard.edu/","Intelligent Systems and Computer Vision, Robotics and Control, Bio-Inspired Robotics and Computing, Biomechanics and Motor Control."
"Stephen Chong","http://people.seas.harvard.edu/~chong/","Languages, Compilers, and Operating Systems, Information, Systems & Networks, Privacy and Security."
"John Gregory Morrisett","http://www.eecs.harvard.edu/~greg/","Languages, Compilers, and Operating Systems, Information, Systems & Networks, Privacy and Security."
"Mike D. Smith","http://www.eecs.harvard.edu/~smith/","Languages, Compilers, and Operating Systems, Information, Systems & Networks, Privacy and Security, Computer Engineering and Architecture."
"David M. Brooks","http://www.eecs.harvard.edu/~dbrooks/","Information, Systems & Networks, Computer Engineering and Architecture."
"H.T. Kung","http://www.eecs.harvard.edu/~htk","Information, Systems & Networks, Computer Engineering and Architecture, Signal Processing."
"Margo I. Seltzer","http://www.eecs.harvard.edu/~margo/","Information, Systems & Networks."
"Jonathan Zittrain","http://cyber.law.harvard.edu/people/jzittrain","Privacy and Security, Communications and Internet Policy, Governance of Emerging Technologies/Innovation Policy."
"Michael Smith","",""
"Gu-Yeon Wei","http://www.msvlsi.seas.harvard.edu","Computer Engineering and Architecture, Circuits and VLSI."
"Woodward Yang","http://vlsi.eecs.harvard.edu/","Computer Engineering and Architecture, Circuits and VLSI, Start-ups and Technology Transfer."
"Paul Horowitz","http://seti.harvard.edu/","Circuits and VLSI."
"Bob M. Westervelt","http://meso.seas.harvard.edu/westervelt.html","Circuits and VLSI, Oceans and Geophysics, Biophysics and Self-Assembly, Electromagnetics and Nanoelectronics."
"Conor J. Walsh","","Robotics and Control, Start-ups and Technology Transfer, Biomechanics and Motor Control, Solid Mechanics."
"James Anderson","http://www.arp.harvard.edu","Atmospheric and Climate Modeling, Oceans and Geophysics, Observation and Field Testing."
"Daniel J. Jacob","http://acmg.seas.harvard.edu","Atmospheric and Climate Modeling."
"David Keith","http://www.keith.seas.harvard.edu","Atmospheric and Climate Modeling, Energy and Environmental Technologies, Engineering, Economic Development, and Resource Management, Energy, Environment, and Sustainability."
"Michael B. McElroy","http://acmg.seas.harvard.edu/people/faculty/mbm/index.html","Atmospheric and Climate Modeling, Engineering, Economic Development, and Resource Management, Oceans and Geophysics, Energy, Environment, and Sustainability."
"Scot T. Martin","","Atmospheric and Climate Modeling, Energy and Environmental Technologies, Environmental Chemistry and Microbiology, Oceans and Geophysics, Pollution Monitoring."
"Loretta J. J. Mickley","","Atmospheric and Climate Modeling, Pollution Monitoring."
"Jennifer A. Logan","http://www.people.fas.harvard.edu/~logan/","Atmospheric and Climate Modeling, Pollution Monitoring."
"J. William Munger","http://www.as.harvard.edu/people/staff/jwm/","Atmospheric and Climate Modeling, Observation and Field Testing, Pollution Monitoring."
"Daniel P. Schrag","http://schraglab.unix.fas.harvard.edu/index.html","Atmospheric and Climate Modeling, Energy and Environmental Technologies, Oceans and Geophysics, Energy, Environment, and Sustainability."
"Steven C. Wofsy","http://atmos.seas.harvard.edu/people/faculty/scw/","Atmospheric and Climate Modeling, Oceans and Geophysics, Observation and Field Testing."
"Michael J. Aziz","http://seas.harvard.edu/matsci/people/aziz/aziz.html","Energy and Environmental Technologies, Materials Science, Surface and Interface Science."
"Cynthia M. Friend","http://www.seas.harvard.edu/friend/","Energy and Environmental Technologies, Materials Science, Surface and Interface Science."
"Evelyn Hu","http://hugroup.seas.harvard.edu","Energy and Environmental Technologies, Electromagnetics and Nanoelectronics, Materials Science, Nanophotonics."
"Shriram Ramanathan","http://www.seas.harvard.edu/shriram/","Energy and Environmental Technologies, Electromagnetics and Nanoelectronics, Materials Science, Surface and Interface Science."
"Peter P. Rogers","","Energy and Environmental Technologies, Engineering, Economic Development, and Resource Management, Energy, Environment, and Sustainability."
"Chad D. Vecitis","http://environmental-technology.seas.harvard.edu/","Energy and Environmental Technologies, Environmental Chemistry and Microbiology."
"John Briscoe","http://www.johnbriscoe.seas.harvard.edu","Engineering, Economic Development, and Resource Management, Energy, Environment, and Sustainability."
"David A. Edwards","http://www.davidideas.com","Idea Translation and Experiments in the Arts and Sciences, Social Enterprise, Start-ups and Technology Transfer, Cell and Tissue Engineering and Biomaterials, Science and Engineering Education."
"Venky Narayanamurti","http://www.seas.harvard.edu/venky/","Social Enterprise, Electromagnetics and Nanoelectronics, Materials Science, Surface and Interface Science, Energy, Environment, and Sustainability, Governance of Emerging Technologies/Innovation Policy, Science and Engineering Education."
"Donald Ingber","http://wyss.harvard.edu/viewpage/121/donald-e-ingber","Start-ups and Technology Transfer, Biomechanics and Motor Control, Cell and Tissue Engineering and Biomaterials, Biophysics and Self-Assembly."
"David A. Weitz","http://weitzlab.seas.harvard.edu/","Start-ups and Technology Transfer, Biomechanics and Motor Control, Biophysics and Self-Assembly, Materials Science, Soft Condensed Matter, Surface and Interface Science."
"Joanna Aizenberg","http://www.seas.harvard.edu/aizenberg_lab","Biomechanics and Motor Control, Biophysics and Self-Assembly, Materials Science, Soft Condensed Matter, Surface and Interface Science."
"Philippe Cluzel","http://www.mcb.harvard.edu/Cluzel/","Biomechanics and Motor Control, Cell and Tissue Engineering and Biomaterials, Biophysics and Self-Assembly, Materials Science, Soft Condensed Matter, Surface and Interface Science."
"David J. Mooney","http://www.seas.harvard.edu/mooneylab","Biomechanics and Motor Control, Cell and Tissue Engineering and Biomaterials, Biophysics and Self-Assembly."
"Daniel J. Needleman","http://www.needleman.seas.harvard.edu","Biomechanics and Motor Control, Cell and Tissue Engineering and Biomaterials, Biophysics and Self-Assembly, Materials Science, Soft Condensed Matter, Surface and Interface Science."
"Kevin K. Parker","http://diseasebiophysics.seas.harvard.edu","Biomechanics and Motor Control, Cell and Tissue Engineering and Biomaterials, Biophysics and Self-Assembly."
"Neel Joshi","http://www.joshigroup.seas.harvard.edu/","Cell and Tissue Engineering and Biomaterials, Biophysics and Self-Assembly, Materials Science."
"Sharad Ramanathan","http://www.ramanathanbiophysics.seas.harvard.edu/","Cell and Tissue Engineering and Biomaterials, Biophysics and Self-Assembly, Electromagnetics and Nanoelectronics, Materials Science, Surface and Interface Science."
"David C. Bell","http://bell.seas.harvard.edu/","Biophysics and Self-Assembly, Electromagnetics and Nanoelectronics, Materials Science, Surface and Interface Science."
"Jene A. Golovchenko","http://golovchenko.physics.harvard.edu/","Biophysics and Self-Assembly, Electromagnetics and Nanoelectronics, Surface and Interface Science."
"Vinothan N. Manoharan","http://manoharan.seas.harvard.edu","Biophysics and Self-Assembly, Materials Science, Nanophotonics, Soft Condensed Matter, Surface and Interface Science."
"Federico Capasso","http://www.seas.harvard.edu/capasso/","Electromagnetics and Nanoelectronics, Nanophotonics, Quantum Devices."
"David R. Clarke","http://clarke.seas.harvard.edu/","Electromagnetics and Nanoelectronics, Materials Science, Nanophotonics."
"Charles M Lieber","http://cmliris.harvard.edu/","Electromagnetics and Nanoelectronics, Materials Science."
"Marko Loncar","http://nano-optics.seas.harvard.edu/","Electromagnetics and Nanoelectronics, Nanophotonics, Quantum Devices."
"Amir Yacoby","http://yacoby.physics.harvard.edu/HomePage.html","Electromagnetics and Nanoelectronics, Nanophotonics, Quantum Devices."
"Frans Spaepen","http://www.seas.harvard.edu/matsci/people/fspaepen/frans.html","Materials Science, Soft Condensed Matter, Surface and Interface Science."
"Joost J. Vlassak","http://vlassakgroup.seas.harvard.edu","Materials Science, Solid Mechanics, Surface and Interface Science."
"Kenneth B. Crozier","http://crozier.seas.harvard.edu/","Nanophotonics."
"Lene V. Hau","http://www.seas.harvard.edu/haulab","Nanophotonics, Quantum Devices."
"Eric Mazur","http://mazur.harvard.edu/","Nanophotonics, Science and Engineering Education."
"Cherry A. Murray","http://www.seas.harvard.edu/administration/deans-office","Nanophotonics, Soft Condensed Matter, Surface and Interface Science."
"Peter S. Pershan","http://liquids.seas.harvard.edu/peter/welcome.html","Soft Condensed Matter, Surface and Interface Science."
"Anthony G. Oettinger","http://www.pirp.harvard.edu/","Communications and Internet Policy, Governance of Emerging Technologies/Innovation Policy."
"Frederick H. Abernathy","http://www.hctar.org","Governance of Emerging Technologies/Innovation Policy."
"Arlotta Laboratory","http://www.scrb.harvard.edu/faculty/lab/41/home","The genetic programs that control the differentiation of distinct types of neurons in the brain are still largely unknown. In our lab we address this issue in the cerebral cortex. Our main interest lies in investigating the mechanisms that govern the development of distinct subtypes of neurons of the neocortex, and in developing approaches to aid neuronal regeneration in the context of neurodegenerative and traumatic disease of the cortical output circuitry.\nAmong the different classes of cortical neurons, we are primarily interested in the signals that induce differentiation and regeneration of corticospinal motor neurons (CSMN), a clinically relevant neuronal population that in humans selectively degenerates in ALS (Lou Gehrig\'s disease), Hereditary Spastic Paraplegia (HSP) and Primary Lateral Sclerosis (PLS), and is permanently injured in spinal cord injury (SCI)."
"Camargo Laboratory","http://www.scrb.harvard.edu/faculty/lab/42/home","The Camargo laboratory focuses on the study of adult stem cell biology, organ size regulation, and cancer.\n\nDespite fantastic progress in developmental biology research over the past decade, one aspect of development and tissue homeostasis for which very little is understood is how individual tissues reach and then maintain their appropriate size. Classic studies have demonstrated that tissues are able to \'sense\' their size and expand or shrink until a correct dimension has been reached. Nevertheless, the nature of the molecules and pathways involved in this process remain mysterious.\n\nOur laboratory utilizes a variety of genetic, biochemical, and high throughput technologies to identify molecules and mechanisms that regulate this fascinating process in mammals. We are particularly interested in studying the function of the newly discovered Hippo signaling pathway and its effects on tissue size, homeostasis and cancer. We have demonstrated that Hippo signaling can be a very potent regulator of organ size in mice and have provided a conceptual link between organ size regulation and stem cell activity through Hippo signals. Studies are now aimed at fully dissecting the components and the role of this cascade in somatic stem cells. Insight into these processes will shed light on fundamental aspects of tissue regeneration and will facilitate the development of therapeutic approaches based on cellular transplantation. Additionally, our group is investigating the relevance of organ size regulatory mechanisms as new components of a tumor suppressor pathway.\n\nOur laboratory also has a strong interest in studying the cellular and molecular biology of hematopoietic stem cells. Our studies focus primarily on the in vivo roles of transcription factors and microRNAs in stem cell fate decisions, differentiation, and malignancy. We have recently developed a method for the tracking and monitoring of individual hematopoietic stem cells and their progeny in vivo. This model will be an invaluable resource in the years to come to understand the behavior, dynamics and heterogeneity of stem cells in normal and an array of disease conditions."
"Chien Laboratory","http://www.scrb.harvard.edu/faculty/lab/47/home","The Chien Laboratory focuses on the molecular pathways of cardiac development and heart disease, and has published in journals including Cell, Nature, and Science. Most recently, the laboratory discovered the \'progenitor cells\' (similar to stem cells) residing in the heart. The discovery of these cells signals a particularly exciting breakthrough, as they are capable of generating functioning heart muscle cells. Recently, the Chien lab also discovered a \'master\' cardiovascular stem cell that can give rise to all three major cell types in the heart - cardiac, smooth muscle, and endothelial - and is implicated in formation of heart muscle, the heart pacemaker system, and the coronary arteries. Since this master cardiovascular stem cell can be cloned from embryonic stem cells, this new finding has significant implications both for the study of heart development, drug discovery, and disease target identification, and for longer term potential therapeutic application of the cells in the repair and replacement of damaged heart, pacemaker, and vascular tissue."
"Cowan Laboratory","http://www.scrb.harvard.edu/faculty/lab/43/home","Our goal is to understand how naturally occurring human genetic variation protects (or predisposes) some people to cardiovascular and metabolic disease-the leading cause of death in the world-and to use that information to develop therapies that can protect the entire population from disease. Our strategy is to identify patients, families, and cohorts with disease; to use genetic techniques such as genome-wide association studies and exome sequencing to identify novel DNA variants and genes linked to disease; to use human cell-based models and mouse models to understand how the DNA variants affect gene and protein function; and to use these mechanistic insights to begin the process of developing new therapies that will benefit patients and populations. In particular, we are interested in using human pluripotent stem cells to create human-derived tissues, containing specific DNA variants, as genetic disease models in which environmental and epigenetic influences have been minimized. We also aim to use stem cells to enable regenerative medicine, in which a patient\'s own cells can be genetically cured or made resistant to disease and then transplanted back into the body as a durable treatment."
